DB 0 MOTIF	1	MEME
 154.0	0	2
 155.0	0	3
 156.0	0	3
 157.0	0	2
 158.0	0	2
 159.0	0	0
 160.0	0	3
 161.0	0	0
 162.0	0	3
 163.0	0	2
 164.0	0	1
 165.0	0	1
 166.0	0	2
 167.0	0	4
 168.0	0	1
 169.0	0	3
 170.0	0	4
 171.0	0	3
 172.0	0	2
 173.0	0	2
 174.0	0	3
 175.0	0	0
 176.0	0	2
 177.0	0	2
 178.0	0	2
 179.0	0	1
 180.0	0	2
 181.0	0	2
 182.0	0	1
 183.0	0	1
 184.0	0	0
 185.0	0	2
 186.0	0	1
 187.0	0	2
 188.0	0	2
 189.0	0	3
 190.0	0	3
 191.0	0	0
 192.0	0	3
 193.0	1	3
 194.0	0	0
 195.0	0	1
 196.0	0	1
 197.0	0	3
 198.0	0	1
 199.0	0	1
 200.0	0	2
 201.0	0	1
 202.0	0	1
 203.0	0	2
 204.0	0	0
 205.0	0	3
 206.0	0	2
 207.0	0	4
 208.0	0	1
 209.0	0	0
 210.0	0	1
 211.0	0	3
 212.0	0	1
 213.0	0	1
 214.0	0	2
 215.0	0	3
 216.0	0	1
 217.0	0	2
 218.0	0	1
 219.0	0	2
 220.0	0	3
 221.0	0	1
 222.0	0	4
 223.0	0	1
 224.0	0	5
 225.0	0	2
 226.0	0	0
 227.0	0	4
 228.0	0	3
 229.0	0	3
 230.0	0	2
DB 2 MOTIF	EXPREG_00001810	CcpA_S.suis
-238.5	0	2
-237.5	0	1
-236.5	0	3
-235.5	0	1
-234.5	0	1
-233.5	0	1
-232.5	0	1
-231.5	0	1
-230.5	0	3
-229.5	0	1
-228.5	0	0
-227.5	0	2
-226.5	0	3
-225.5	0	2
-224.5	0	1
-223.5	0	2
-222.5	0	1
-221.5	0	3
-220.5	0	2
-219.5	0	0
-218.5	0	0
-217.5	0	2
-216.5	0	2
-215.5	0	2
-214.5	0	2
-213.5	0	1
-212.5	0	0
-211.5	0	0
-210.5	0	0
-209.5	0	4
-208.5	0	2
-207.5	0	1
-206.5	0	1
-205.5	0	0
-204.5	0	4
-203.5	0	0
-202.5	0	2
-201.5	0	0
-200.5	0	1
-199.5	0	2
-198.5	0	1
-197.5	0	1
-196.5	0	0
-195.5	0	2
-194.5	0	1
-193.5	0	1
-192.5	0	1
-191.5	0	0
-190.5	0	0
-189.5	0	3
-188.5	0	0
-187.5	0	3
-186.5	0	0
-185.5	0	0
-184.5	0	0
-183.5	0	2
-182.5	0	2
-181.5	0	0
-180.5	0	3
-179.5	0	1
-178.5	0	2
-177.5	0	0
-176.5	0	1
-175.5	0	1
-174.5	0	4
-173.5	0	0
-172.5	0	2
-171.5	0	4
-170.5	0	1
-169.5	0	1
-168.5	0	1
-167.5	0	1
-166.5	0	2
-165.5	0	1
-164.5	0	0
-163.5	0	2
-162.5	0	1
-161.5	0	0
-160.5	0	1
-159.5	0	0
-158.5	0	1
-157.5	0	3
-156.5	0	2
-155.5	0	4
-154.5	0	3
-153.5	0	1
-152.5	0	0
-151.5	0	1
-150.5	0	1
-149.5	0	2
-148.5	0	1
-147.5	0	2
-146.5	0	0
-145.5	0	0
-144.5	0	1
-143.5	0	1
-142.5	0	1
-141.5	0	1
-140.5	0	0
-139.5	0	1
-138.5	0	0
-137.5	0	0
-136.5	0	1
-135.5	0	3
-134.5	0	0
-133.5	0	2
-132.5	0	0
-131.5	0	3
-130.5	0	0
-129.5	0	1
-128.5	0	3
-127.5	0	2
-126.5	0	3
-125.5	0	2
-124.5	1	1
-123.5	0	0
-122.5	0	2
-121.5	0	2
-120.5	0	3
-119.5	0	1
-118.5	0	1
-117.5	0	0
-116.5	0	0
-115.5	0	2
-114.5	0	2
-113.5	0	0
-112.5	0	1
-111.5	0	2
-110.5	0	0
-109.5	0	0
-108.5	0	4
-107.5	0	0
-106.5	0	1
-105.5	0	1
-104.5	0	0
-103.5	0	2
-102.5	0	0
-101.5	0	0
-100.5	0	2
 -99.5	0	1
 -98.5	0	1
 -97.5	0	0
 -96.5	0	0
 -95.5	0	3
 -94.5	0	1
 -93.5	0	2
 -92.5	0	1
 -91.5	0	5
 -90.5	0	0
 -89.5	0	2
 -88.5	0	0
 -87.5	0	1
 -86.5	0	2
 -85.5	0	0
 -84.5	0	4
 -83.5	0	1
 -82.5	0	0
 -81.5	0	4
 -80.5	0	1
 -79.5	0	1
 -78.5	0	1
 -77.5	0	4
 -76.5	0	3
 -75.5	0	0
 -74.5	1	1
 -73.5	0	1
 -72.5	0	0
 -71.5	0	2
 -70.5	0	1
 -69.5	0	0
 -68.5	0	2
 -67.5	0	3
 -66.5	0	0
 -65.5	0	1
 -64.5	1	1
 -63.5	0	0
 -62.5	0	1
 -61.5	0	1
 -60.5	0	2
 -59.5	0	0
 -58.5	0	1
 -57.5	0	1
 -56.5	0	1
 -55.5	0	2
 -54.5	0	1
 -53.5	0	3
 -52.5	0	2
 -51.5	0	1
 -50.5	0	2
 -49.5	0	1
 -48.5	0	2
 -47.5	0	4
 -46.5	0	2
 -45.5	0	1
 -44.5	0	2
 -43.5	0	1
 -42.5	0	0
 -41.5	0	2
 -40.5	0	0
 -39.5	0	0
 -38.5	0	1
 -37.5	0	2
 -36.5	0	4
 -35.5	0	0
 -34.5	0	0
 -33.5	0	1
 -32.5	0	0
 -31.5	0	1
 -30.5	0	4
 -29.5	0	0
 -28.5	0	2
 -27.5	0	0
 -26.5	1	4
 -25.5	0	3
 -24.5	0	3
 -23.5	0	2
 -22.5	0	1
 -21.5	0	0
 -20.5	0	2
 -19.5	0	1
 -18.5	0	0
 -17.5	0	1
 -16.5	0	3
 -15.5	0	4
 -14.5	1	0
 -13.5	0	0
 -12.5	0	2
 -11.5	0	1
 -10.5	0	0
  -9.5	0	1
  -8.5	0	0
  -7.5	0	4
  -6.5	0	2
  -5.5	0	0
  -4.5	1	0
  -3.5	0	2
  -2.5	0	2
  -1.5	0	1
  -0.5	1	1
   0.5	1	1
   1.5	0	0
   2.5	0	1
   3.5	0	0
   4.5	1	3
   5.5	0	0
   6.5	0	2
   7.5	0	3
   8.5	0	2
   9.5	0	1
  10.5	0	3
  11.5	0	1
  12.5	1	2
  13.5	0	1
  14.5	2	0
  15.5	0	1
  16.5	0	1
  17.5	1	1
  18.5	0	0
  19.5	0	1
  20.5	0	2
  21.5	0	1
  22.5	0	1
  23.5	0	3
  24.5	0	1
  25.5	0	3
  26.5	0	3
  27.5	1	0
  28.5	0	1
  29.5	1	1
  30.5	0	1
  31.5	1	2
  32.5	0	5
  33.5	0	2
  34.5	0	1
  35.5	0	5
  36.5	0	0
  37.5	0	1
  38.5	0	1
  39.5	0	2
  40.5	0	0
  41.5	0	2
  42.5	1	0
  43.5	0	1
  44.5	0	2
  45.5	0	0
  46.5	0	0
  47.5	0	2
  48.5	0	0
  49.5	0	1
  50.5	0	2
  51.5	0	2
  52.5	0	1
  53.5	0	0
  54.5	0	0
  55.5	0	1
  56.5	0	1
  57.5	0	1
  58.5	0	2
  59.5	0	1
  60.5	0	0
  61.5	0	3
  62.5	1	3
  63.5	0	1
  64.5	0	3
  65.5	0	0
  66.5	0	3
  67.5	0	0
  68.5	0	1
  69.5	0	0
  70.5	0	1
  71.5	0	0
  72.5	0	3
  73.5	0	2
  74.5	1	1
  75.5	0	1
  76.5	0	0
  77.5	0	0
  78.5	0	1
  79.5	0	1
  80.5	0	2
  81.5	0	1
  82.5	0	0
  83.5	0	1
  84.5	0	1
  85.5	0	1
  86.5	0	0
  87.5	0	0
  88.5	0	0
  89.5	0	2
  90.5	0	0
  91.5	0	0
  92.5	0	1
  93.5	1	1
  94.5	0	1
  95.5	0	1
  96.5	0	3
  97.5	0	1
  98.5	0	0
  99.5	0	0
 100.5	0	1
 101.5	0	0
 102.5	0	1
 103.5	0	0
 104.5	0	0
 105.5	0	0
 106.5	0	1
 107.5	0	0
 108.5	0	3
 109.5	0	0
 110.5	0	1
 111.5	0	4
 112.5	0	0
 113.5	0	1
 114.5	0	1
 115.5	0	1
 116.5	0	1
 117.5	0	1
 118.5	0	1
 119.5	0	0
 120.5	0	0
 121.5	0	0
 122.5	0	2
 123.5	0	0
 124.5	0	0
 125.5	0	0
 126.5	0	2
 127.5	0	1
 128.5	0	2
 129.5	0	0
 130.5	0	1
 131.5	0	3
 132.5	0	1
 133.5	0	0
 134.5	0	1
 135.5	0	1
 136.5	0	0
 137.5	0	1
 138.5	0	0
 139.5	0	1
 140.5	0	0
 141.5	0	0
 142.5	0	0
 143.5	0	2
 144.5	0	1
 145.5	0	3
 146.5	0	2
 147.5	0	0
 148.5	0	2
 149.5	0	0
 150.5	0	4
 151.5	0	1
 152.5	0	1
 153.5	0	1
 154.5	0	0
 155.5	0	1
 156.5	0	0
 157.5	0	1
 158.5	0	2
 159.5	0	1
 160.5	0	2
 161.5	0	2
 162.5	0	1
 163.5	0	0
 164.5	0	3
 165.5	0	0
 166.5	0	3
 167.5	0	1
 168.5	0	2
 169.5	0	3
 170.5	0	3
 171.5	0	0
 172.5	0	2
 173.5	0	2
 174.5	0	2
 175.5	0	2
 176.5	0	1
 177.5	0	4
 178.5	0	3
 179.5	0	2
 180.5	0	1
 181.5	0	1
 182.5	0	0
 183.5	0	0
 184.5	0	2
 185.5	0	1
 186.5	0	0
 187.5	0	1
 188.5	0	0
 189.5	0	2
 190.5	0	0
 191.5	0	0
 192.5	0	1
 193.5	0	4
 194.5	0	1
 195.5	0	1
 196.5	0	2
 197.5	0	0
 198.5	0	0
 199.5	0	2
 200.5	0	0
 201.5	0	2
 202.5	0	2
 203.5	0	0
 204.5	0	0
 205.5	0	0
 206.5	0	2
 207.5	0	3
 208.5	0	3
 209.5	0	1
 210.5	0	2
 211.5	0	0
 212.5	0	0
 213.5	0	0
 214.5	0	1
 215.5	0	0
 216.5	0	0
 217.5	0	2
 218.5	0	0
 219.5	0	1
 220.5	0	3
 221.5	0	1
 222.5	0	0
 223.5	0	0
 224.5	0	2
 225.5	0	3
 226.5	0	0
 227.5	0	1
 228.5	0	5
 229.5	0	1
 230.5	0	2
 231.5	0	2
 232.5	0	0
 233.5	0	1
 234.5	0	1
 235.5	0	0
 236.5	0	0
 237.5	0	2
 238.5	0	1
DB 3 MOTIF	MX000003	NarL
-246.5	0	16
-245.5	0	15
-244.5	0	16.25
-243.5	0	21.5
-242.5	0	17
-241.5	0	24
-240.5	0	18
-239.5	0	15.3333
-238.5	0	16.5
-237.5	0	29
-236.5	0	21.5
-235.5	0	18
-234.5	0	17
-233.5	0	16.5
-232.5	0	18
-231.5	0	16.3333
-230.5	0	28.8333
-229.5	0	16.5
-228.5	0	25.5
-227.5	0	22.5
-226.5	0	20
-225.5	0	21.5
-224.5	0	20
-223.5	0	24
-222.5	0	11
-221.5	0	23.5
-220.5	0	17.5
-219.5	0	19.5
-218.5	0	13
-217.5	0	14
-216.5	0	10.5
-215.5	0	22
-214.5	0	11
-213.5	0	24.8333
-212.5	0	12
-211.5	1	14.3333
-210.5	0	14
-209.5	0	15.3333
-208.5	0	21
-207.5	0	11
-206.5	0	6.5
-205.5	0	21
-204.5	0	15
-203.5	0	20
-202.5	0	22
-201.5	0	11.5
-200.5	0	16
-199.5	0	15.5
-198.5	0	13.8333
-197.5	0	16
-196.5	0	24.5
-195.5	0	21
-194.5	0	14.5
-193.5	0	19.5
-192.5	0	15.5
-191.5	0	15.5
-190.5	0	16.5
-189.5	0	12
-188.5	0	13.5
-187.5	0	14.5
-186.5	0	11.5
-185.5	0	18.5
-184.5	0	16.5
-183.5	0	21
-182.5	0	20.5
-181.5	0	23
-180.5	0	21
-179.5	0	17.3333
-178.5	0	12.5
-177.5	0	21
-176.5	0	23
-175.5	0	14
-174.5	0	19
-173.5	0	13
-172.5	0	18
-171.5	0	20.5
-170.5	0	18.5
-169.5	0	9
-168.5	0	15.5
-167.5	0	17
-166.5	0	16.5
-165.5	0	15.5
-164.5	0	17
-163.5	0	15.5
-162.5	0	10
-161.5	0	19
-160.5	0	22.5
-159.5	1	13
-158.5	0	14.5
-157.5	0	23
-156.5	0	18.5
-155.5	0	19
-154.5	0	16.5
-153.5	0	11
-152.5	0	12
-151.5	0	12.25
-150.5	0	16
-149.5	0	23
-148.5	0	11.5
-147.5	0	18.8333
-146.5	0	18
-145.5	0	19
-144.5	0	11.5
-143.5	0	13.5
-142.5	0	17.5
-141.5	0	18.5
-140.5	0	18.5
-139.5	0	20
-138.5	0	14.1667
-137.5	0	15
-136.5	0	13.6667
-135.5	0	19.5
-134.5	0	13.1111
-133.5	0	19.5
-132.5	0	21
-131.5	0	18
-130.5	0	17
-129.5	0	14.5
-128.5	0	16.8333
-127.5	0	19
-126.5	0	22
-125.5	0	10.5
-124.5	0	23.5
-123.5	0	22.5
-122.5	0	12.3333
-121.5	0	25.5
-120.5	0	24.8333
-119.5	1	13
-118.5	0	17.5
-117.5	0	18
-116.5	0	13.75
-115.5	0	16.5
-114.5	0	16
-113.5	0	20.3333
-112.5	0	22
-111.5	0	17.5
-110.5	0	21
-109.5	0	21
-108.5	0	20.1667
-107.5	0	19
-106.5	0	21.3333
-105.5	0	13.8333
-104.5	0	16.1111
-103.5	0	19.5
-102.5	0	21.8333
-101.5	0	12.5
-100.5	0	21
 -99.5	0	19
 -98.5	0	21
 -97.5	0	18
 -96.5	0	25
 -95.5	0	11
 -94.5	0	15.5
 -93.5	0	26
 -92.5	0	18.5
 -91.5	0	18.5
 -90.5	0	32.5
 -89.5	0	12.6111
 -88.5	0	13
 -87.5	0	18.5
 -86.5	0	19.5
 -85.5	0	9.83333
 -84.5	0	15
 -83.5	0	22.5
 -82.5	1	9.33333
 -81.5	0	22
 -80.5	0	15.75
 -79.5	0	17
 -78.5	0	14.8333
 -77.5	0	23.3333
 -76.5	0	25
 -75.5	0	18.5
 -74.5	0	18
 -73.5	0	17
 -72.5	0	23.5
 -71.5	0	16.8333
 -70.5	0	17.8333
 -69.5	0	10.5
 -68.5	0	16
 -67.5	0	18.5
 -66.5	0	18
 -65.5	0	24
 -64.5	0	15
 -63.5	0	19.5
 -62.5	0	14.5
 -61.5	0	15
 -60.5	0	16
 -59.5	0	20
 -58.5	0	15
 -57.5	0	19.5
 -56.5	0	20.5
 -55.5	0	29
 -54.5	1	19
 -53.5	0	13.5
 -52.5	0	24.5
 -51.5	0	26
 -50.5	1	16.5
 -49.5	0	21.5
 -48.5	0	21
 -47.5	0	18.5
 -46.5	0	14.5
 -45.5	0	29.5
 -44.5	0	10.5
 -43.5	0	17
 -42.5	0	10
 -41.5	0	18
 -40.5	0	12
 -39.5	0	19.5
 -38.5	0	19.5
 -37.5	0	13
 -36.5	0	17
 -35.5	0	14
 -34.5	0	13
 -33.5	0	12
 -32.5	0	24.3333
 -31.5	0	14.5
 -30.5	0	18.5
 -29.5	0	13.6111
 -28.5	0	17
 -27.5	0	19
 -26.5	0	22
 -25.5	0	18.5
 -24.5	0	9
 -23.5	0	16
 -22.5	1	16.5
 -21.5	0	14
 -20.5	0	18
 -19.5	0	22.5
 -18.5	0	28.5
 -17.5	1	22
 -16.5	1	23
 -15.5	0	19
 -14.5	1	19.9444
 -13.5	0	15.5
 -12.5	0	11
 -11.5	1	17.5
 -10.5	0	18
  -9.5	0	14.5
  -8.5	0	21
  -7.5	0	16
  -6.5	0	15.5
  -5.5	0	19
  -4.5	1	22
  -3.5	0	19.5
  -2.5	1	12
  -1.5	0	21
  -0.5	0	14
   0.5	0	11.5
   1.5	1	16
   2.5	0	15.1667
   3.5	0	22.5
   4.5	0	17
   5.5	1	14.5
   6.5	0	14
   7.5	0	22
   8.5	1	24.5
   9.5	2	17.5
  10.5	0	18
  11.5	1	20
  12.5	1	17.3333
  13.5	0	22
  14.5	0	23
  15.5	0	10
  16.5	0	9
  17.5	0	8
  18.5	0	16
  19.5	0	16
  20.5	0	17
  21.5	0	16
  22.5	0	10.5
  23.5	0	13
  24.5	0	13
  25.5	0	20
  26.5	0.5	20
  27.5	1	15.5
  28.5	0	15.5
  29.5	0	8
  30.5	0	22
  31.5	1	22
  32.5	0	14.1667
  33.5	0	9.25
  34.5	0.5	23
  35.5	0	22.25
  36.5	0	24
  37.5	0	13
  38.5	0	21.5
  39.5	0	16
  40.5	0	14.3333
  41.5	0	17.8333
  42.5	0	15.5
  43.5	1	12.5
  44.5	1	12.5
  45.5	0	18.5
  46.5	0	25.5
  47.5	0	19.5
  48.5	0	20
  49.5	0	10
  50.5	0	17.6667
  51.5	1	22.5
  52.5	0	19.8333
  53.5	0	18.5
  54.5	0	9
  55.5	1	11
  56.5	1	16.5
  57.5	0	15
  58.5	0	20.5
  59.5	0	22.5
  60.5	0	27.5
  61.5	0	23.5
  62.5	0	24.5
  63.5	1	15.25
  64.5	0	20.3333
  65.5	0	23
  66.5	1	16
  67.5	0	18.5
  68.5	0	17
  69.5	0	23.5
  70.5	0	19
  71.5	0	20.5
  72.5	0	14.5
  73.5	0	18
  74.5	0	24.5
  75.5	0	15
  76.5	0	20.5
  77.5	0	26.3333
  78.5	0	12
  79.5	0	17
  80.5	0	20
  81.5	0	14
  82.5	0	9.5
  83.5	0	21
  84.5	0	20.5
  85.5	1	9.5
  86.5	0	18
  87.5	0	14.5
  88.5	0	23.5
  89.5	0	15
  90.5	0	17.5
  91.5	2	20.5
  92.5	0	25.8333
  93.5	1	16
  94.5	0	16.5
  95.5	0	18
  96.5	0	12.6111
  97.5	0	23.5
  98.5	0	13.5
  99.5	0	24.25
 100.5	0	22.25
 101.5	0	15
 102.5	0	19.5
 103.5	0	14.8333
 104.5	0	11
 105.5	0	17
 106.5	0	18
 107.5	0	16
 108.5	0	22
 109.5	0	17.5
 110.5	0	22
 111.5	0	17
 112.5	0	13.5
 113.5	0	22.5
 114.5	0	21
 115.5	0	16.25
 116.5	0	30.5
 117.5	0	14.5
 118.5	0	18
 119.5	0	14.5
 120.5	0	22.5
 121.5	0	12
 122.5	0	27
 123.5	0	22.5
 124.5	0	16
 125.5	0	20.5
 126.5	0	16.6111
 127.5	0	21.5
 128.5	0	19.5
 129.5	0	22.5
 130.5	0	13.25
 131.5	0	21
 132.5	0	19
 133.5	0	18.5
 134.5	0	18
 135.5	0	11.8333
 136.5	0	18
 137.5	0	21
 138.5	0	21.5
 139.5	0	21
 140.5	0	20.5
 141.5	0	20
 142.5	0	21
 143.5	0	22
 144.5	0	11.5
 145.5	0	15.5
 146.5	0	23.25
 147.5	0	19.5
 148.5	0	17
 149.5	0	19.5
 150.5	0	27
 151.5	0	14
 152.5	0	14.5
 153.5	0	10.5
 154.5	0	17.5
 155.5	0	15.1667
 156.5	0	19.5
 157.5	0	18.5
 158.5	0	20
 159.5	1	17
 160.5	0	28.5
 161.5	0	17.75
 162.5	0	22.25
 163.5	0	23
 164.5	0	20.3333
 165.5	0	26
 166.5	0	18.5
 167.5	0	17
 168.5	0	14.5
 169.5	0	22.5
 170.5	0	17.5
 171.5	0	22.5
 172.5	0	15
 173.5	0	16.5833
 174.5	0	14
 175.5	0	19
 176.5	0	19.25
 177.5	0	15.5
 178.5	0	19
 179.5	0	28.5
 180.5	0	18.5
 181.5	0	12
 182.5	0	13.5
 183.5	0	23.5
 184.5	0	15.5
 185.5	0	19
 186.5	0	18
 187.5	0	23.3333
 188.5	0	15.25
 189.5	0	11.5
 190.5	0	24.5
 191.5	0	14.5
 192.5	0	17
 193.5	0	16.5
 194.5	0	13
 195.5	0	13.5
 196.5	0	18.5
 197.5	0	20
 198.5	0	12
 199.5	0	16
 200.5	0	16.3333
 201.5	0	17.4444
 202.5	0	18
 203.5	0	21.25
 204.5	0	13.5
 205.5	0	12.5
 206.5	0	14.5
 207.5	0	16
 208.5	0	16.75
 209.5	1	14
 210.5	0	16.5
 211.5	0	19.5
 212.5	0	10.3333
 213.5	0	17.5
 214.5	0	16.5
 215.5	0	8.33333
 216.5	0	16.1111
 217.5	0	21.5
 218.5	0	17.5
 219.5	0	23
 220.5	0	15
 221.5	0	15
 222.5	0	18
 223.5	0	17
 224.5	0	18
 225.5	0	18.5
 226.5	0	18
 227.5	0	14.8333
 228.5	0	12.5
 229.5	0	16.5
 230.5	0	15.5
 231.5	0	12
 232.5	0	22.8333
 233.5	0	17.5
 234.5	0	20
 235.5	0	12.5833
 236.5	0	13
 237.5	0	21
 238.5	0	24
 239.5	0	21
 240.5	0	17
 241.5	0	22
 242.5	0	16
 243.5	0	10
 244.5	0	12
 245.5	0	12
 246.5	0	21.5
DB 3 MOTIF	MX000004	Fnr
-243.0	0	11
-242.0	0	8
-241.0	0	8
-240.0	0	8
-239.0	0	6
-238.0	0	7
-237.0	0	6
-236.0	0	11
-235.0	0	8
-234.0	0	10
-233.0	0	4
-232.0	0	6
-231.0	0	3
-230.0	0	4
-229.0	0	11
-228.0	0	12.5
-227.0	0	5
-226.0	0	6
-225.0	0	10
-224.0	0	13.5
-223.0	0	5
-222.0	0	12
-221.0	0	8
-220.0	1	10
-219.0	0	8
-218.0	0	9
-217.0	1	9
-216.0	0	2
-215.0	0	9
-214.0	0	8
-213.0	0	3
-212.0	0	7
-211.0	0	12
-210.0	0	11
-209.0	0	8
-208.0	0	6
-207.0	0	8
-206.0	0	10
-205.0	0	11
-204.0	0	3
-203.0	0	10
-202.0	0	8
-201.0	0	12
-200.0	0	6
-199.0	0	7
-198.0	0	9
-197.0	0	7
-196.0	0	7
-195.0	0	10
-194.0	0	13
-193.0	0	11
-192.0	0	7
-191.0	0	11
-190.0	0	11
-189.0	0	8
-188.0	0	4
-187.0	0	9
-186.0	0	6
-185.0	0	7
-184.0	0	10
-183.0	0	8
-182.0	0	7
-181.0	0	12
-180.0	0	18
-179.0	0	6
-178.0	0	9
-177.0	0	16
-176.0	0	9
-175.0	0	5
-174.0	0	4
-173.0	0	8
-172.0	0	9
-171.0	0	7
-170.0	0	13
-169.0	0	9
-168.0	0	13
-167.0	0	5
-166.0	0	8
-165.0	0	8
-164.0	0	9
-163.0	0	9
-162.0	0	6
-161.0	0	8
-160.0	0	7
-159.0	0	5
-158.0	0	5
-157.0	0	7
-156.0	0	13
-155.0	0	10
-154.0	0	14
-153.0	0	4
-152.0	0	13
-151.0	0	11
-150.0	0	10
-149.0	0	8
-148.0	0	9
-147.0	0	7
-146.0	1	6
-145.0	0	10
-144.0	0	11
-143.0	0	5
-142.0	0	10
-141.0	0	9
-140.0	0	7
-139.0	0	7
-138.0	0	16
-137.0	0	9
-136.0	0	12
-135.0	0	3
-134.0	0	15
-133.0	0	15
-132.0	0	6
-131.0	0	15
-130.0	0	10
-129.0	0	10
-128.0	0	6
-127.0	0	11
-126.0	0	10
-125.0	0	11
-124.0	0	8
-123.0	0	11
-122.0	0	8
-121.0	0	9
-120.0	0	12
-119.0	0	8
-118.0	0	9
-117.0	0	5
-116.0	0	13
-115.0	0	4
-114.0	0	10
-113.0	0	12
-112.0	0	11
-111.0	0	5
-110.0	0	10
-109.0	0	6
-108.0	0	12
-107.0	0	7
-106.0	0	9
-105.0	0	7
-104.0	0	9
-103.0	0	20
-102.0	0	10
-101.0	0	8
-100.0	0	8
 -99.0	0	9
 -98.0	0	13
 -97.0	0	5
 -96.0	0	6
 -95.0	0	12
 -94.0	0	5
 -93.0	0	9
 -92.0	0	8
 -91.0	0	6
 -90.0	0	13
 -89.0	0	7
 -88.0	0	6
 -87.0	0	9
 -86.0	0	11
 -85.0	0	10.5
 -84.0	0	16
 -83.0	0	10
 -82.0	0	5
 -81.0	0	7
 -80.0	0	10
 -79.0	0	4
 -78.0	0	11
 -77.0	0	6
 -76.0	0	7
 -75.0	0	6
 -74.0	0	8
 -73.0	0	4
 -72.0	0	4
 -71.0	0	8
 -70.0	0	9
 -69.0	0	6
 -68.0	0	13.5
 -67.0	0	3
 -66.0	0	7
 -65.0	0	5
 -64.0	0	2
 -63.0	0	6
 -62.0	0	9
 -61.0	0	8
 -60.0	0	5
 -59.0	0	2
 -58.0	0	10
 -57.0	0	11
 -56.0	0	7
 -55.0	0	4
 -54.0	0	9
 -53.0	0	6
 -52.0	0	11
 -51.0	0	8
 -50.0	0	3
 -49.0	0	8
 -48.0	0	7
 -47.0	0	7
 -46.0	0	8
 -45.0	0	6
 -44.0	0	7
 -43.0	0	9
 -42.0	0	15
 -41.0	0	7
 -40.0	0	12
 -39.0	0	5
 -38.0	0	9
 -37.0	0	9
 -36.0	0	11
 -35.0	0	6
 -34.0	0	7
 -33.0	0	10
 -32.0	0	8
 -31.0	0	11
 -30.0	1	6
 -29.0	0	8
 -28.0	0	12
 -27.0	0	13
 -26.0	0	10
 -25.0	0	6
 -24.0	0	9
 -23.0	0	6
 -22.0	0	6
 -21.0	1	11
 -20.0	0	5
 -19.0	0	10
 -18.0	1	11
 -17.0	0	10
 -16.0	0	6
 -15.0	0	8
 -14.0	0	12
 -13.0	0	7
 -12.0	1	7.5
 -11.0	0	8
 -10.0	0	8
  -9.0	0	10
  -8.0	0	12
  -7.0	0	5
  -6.0	0	11
  -5.0	0	8
  -4.0	0	7
  -3.0	0	7
  -2.0	0	9
  -1.0	2	9
   0.0	0	7
   1.0	1	6
   2.0	0	6
   3.0	0	11
   4.0	0	10
   5.0	0	13
   6.0	1	13
   7.0	0	9
   8.0	0	9
   9.0	0	7
  10.0	1	20
  11.0	1	3
  12.0	0	10
  13.0	0	1
  14.0	0	9
  15.0	1	8
  16.0	0	6
  17.0	0	6.5
  18.0	0	8
  19.0	0	15
  20.0	1	10
  21.0	1	6
  22.0	0	6
  23.0	0	9
  24.0	0	9
  25.0	0	9
  26.0	0	5
  27.0	1	7
  28.0	0	10
  29.0	0	8
  30.0	0	9
  31.0	0	9
  32.0	0	13
  33.0	0	13
  34.0	0	6
  35.0	0	8
  36.0	1	7
  37.0	0	7
  38.0	0	10
  39.0	0	11.5
  40.0	0	4
  41.0	0	5
  42.0	0	9
  43.0	0	7
  44.0	0	12
  45.0	0	9
  46.0	0	6
  47.0	0	8
  48.0	0	11
  49.0	0	8
  50.0	0	3
  51.0	0	6
  52.0	0	7
  53.0	0	10
  54.0	0	7
  55.0	0	7
  56.0	0	6
  57.0	0	7
  58.0	0	6
  59.0	0	13
  60.0	0	9
  61.0	0	10
  62.0	0	13
  63.0	0	4
  64.0	0	8
  65.0	0	8
  66.0	0	5
  67.0	0	11
  68.0	1	6
  69.0	1	7
  70.0	0	12
  71.0	0	6
  72.0	0	13
  73.0	0	10
  74.0	0	11
  75.0	0	14
  76.0	0	9
  77.0	0	15
  78.0	0	6
  79.0	0	10
  80.0	0	9
  81.0	0	12
  82.0	0	8
  83.0	0	12
  84.0	0	12
  85.0	0	12
  86.0	0	10
  87.0	0	5
  88.0	0	9
  89.0	0	9
  90.0	0	4
  91.0	0	8
  92.0	0	7
  93.0	0	13
  94.0	1	6
  95.0	0	7
  96.0	0	11
  97.0	0	10
  98.0	0	9
  99.0	1	6
 100.0	0	9
 101.0	0	5
 102.0	0	8
 103.0	0	6
 104.0	0	11
 105.0	0	5
 106.0	0	3
 107.0	0	2
 108.0	0	9
 109.0	0	4
 110.0	0	10
 111.0	0	12
 112.0	0	9
 113.0	0	8
 114.0	0	10
 115.0	0	7
 116.0	0	10
 117.0	0	9
 118.0	1	10
 119.0	0	10
 120.0	0	7.5
 121.0	0	14
 122.0	0	13
 123.0	0	6
 124.0	0	11
 125.0	0	6
 126.0	0	7
 127.0	0	8
 128.0	0	8
 129.0	0	4
 130.0	0	13
 131.0	0	13.5
 132.0	0	7
 133.0	0	8
 134.0	0	6
 135.0	0	7
 136.0	0	9
 137.0	0	13
 138.0	0	9
 139.0	0	12
 140.0	0	6
 141.0	0	7.5
 142.0	0	7
 143.0	1	11
 144.0	1	11
 145.0	0	2
 146.0	0	9
 147.0	0	11
 148.0	0	10
 149.0	0	12.5
 150.0	0	6
 151.0	0	9
